Serving Size,nutritions
100 грама съдържат:,"['77', '3.60', '11.70', '1.70'] -> 4 елемента"
100 грама съдържат:,"['338', '12.90', '65.90', '2.50'] -> 4 елемента"
100 грама съдържат:,"['340', '4.30', '79.50', '0.50'] -> 4 елемента"
100 грама съдържат:,"['377', '6.67', '80', '3.33'] -> 4 елемента"
100 грама съдържат:,"['254', '13.49', '18.60', '13.95'] -> 4 елемента"
100 грама съдържат:,"['492', '2.50', '71', '22'] -> 4 елемента"
100 грама съдържат:,"['142', '5', '25.70', '2.10'] -> 4 елемента"
100 грама съдържат:,"['313', '14.87', '29', '15.26'] -> 4 елемента"
100 грама съдържат:,"['307', '14.20', '24.10', '17.10'] -> 4 елемента"
100 грама съдържат:,"['340', '8', '50', '12'] -> 4 елемента"
100 грама съдържат:,"['265', '9', '68.92', '4.28'] -> 4 елемента"
100 грама съдържат:,"['378', '10', '73.33', '5'] -> 4 елемента"
100 грама съдържат:,"['134', '2.64', '22.47', '3.74'] -> 4 елемента"
100 грама съдържат:,"['359', '6.60', '81', '0.90'] -> 4 елемента"
100 грама съдържат:,"['213', '14.48', '0', '16.75'] -> 4 елемента"
100 грама съдържат:,"['136', '9.34', '24.46', '0.46'] -> 4 елемента"
100 грама съдържат:,"['257', '2.20', '13.70', '21.50'] -> 4 елемента"
100 грама съдържат:,"['77', '3.90', '11.40', '1.70'] -> 4 елемента"
100 грама съдържат:,"['64', '3.20', '4.70', '3.60'] -> 4 елемента"
100 грама съдържат:,"['99', '1.82', '25.31', '0.49'] -> 4 елемента"
100 грама съдържат:,"['256', '8.70', '5.70', '22'] -> 4 елемента"
100 грама съдържат:,"['196', '23.89', '0', '10.44'] -> 4 елемента"
100 грама съдържат:,"['237', '0.05', '2.41', '0'] -> 4 елемента"
100 грама съдържат:,"['51', '2.89', '11.39', '0.34'] -> 4 елемента"
100 грама съдържат:,"['174', '29.29', '0', '5.45'] -> 4 елемента"
100 грама съдържат:,"['51', '3.28', '8.57', '0.38'] -> 4 елемента"
100 грама съдържат:,"['344', '4.46', '53.02', '12.70'] -> 4 елемента"
100 грама съдържат:,"['53', '1.90', '11.20', '0.70'] -> 4 елемента"
100 грама съдържат:,"['368', '24', '0.50', '30'] -> 4 елемента"
100 грама съдържат:,"['36', '0.35', '7.07', '0.71'] -> 4 елемента"
100 грама съдържат:,"['116', '5.80', '11.10', '5.40'] -> 4 елемента"
100 грама съдържат:,"['413', '2.40', '72.40', '12.60'] -> 4 елемента"
100 грама съдържат:,"['900', 'Няма', 'данни', 'Няма', 'данни', '100'] -> 6 елемента"
100 грама съдържат:,"['134', '6.90', '24', '1.10'] -> 4 елемента"
100 грама съдържат:,"['171', '8.57', '19.59', '6.53'] -> 4 елемента"
100 грама съдържат:,"['45', 'Няма', 'данни', '11.25', 'Няма', 'данни'] -> 6 елемента"
100 грама съдържат:,"['93', '5.60', '17.31', '2.12'] -> 4 елемента"
100 грама съдържат:,"['337', '22.53', '61.29', '1.06'] -> 4 елемента"
100 грама съдържат:,"['85', '18.50', '0', '0.70'] -> 4 елемента"
100 грама съдържат:,"['185', '27.23', '0', '7.63'] -> 4 елемента"
100 грама съдържат:,"['45', '2.54', '8.63', '0.20'] -> 4 елемента"
100 грама съдържат:,"['22', '2.40', '4.11', '0.22'] -> 4 елемента"
100 грама съдържат:,"['109', '20.95', '0', '2.17'] -> 4 елемента"
100 грама съдържат:,"['336', '10.31', '4.19', '30.61'] -> 4 елемента"
100 грама съдържат:,"['69', '0.58', '17.36', '0.60'] -> 4 елемента"
100 грама съдържат:,"['502', '19.09', '9.34', '42.58'] -> 4 елемента"
100 грама съдържат:,"['18', '0', '0.04', '0'] -> 4 елемента"
100 грама съдържат:,"['258', '2.40', '42.90', '8.50'] -> 4 елемента"
100 грама съдържат:,"['135', '7.70', '20.50', '2.50'] -> 4 елемента"
100 грама съдържат:,"['571', '8.50', '51', '37'] -> 4 елемента"
100 грама съдържат:,"['310', '8.50', '65.50', '1.60'] -> 4 елемента"
100 грама съдържат:,"['13', '0.60', '2', '0.30'] -> 4 елемента"
100 грама съдържат:,"['19', '0.35', '2.12', '1.06'] -> 4 елемента"
100 грама съдържат:,"['372', '5', '70', '8'] -> 4 елемента"
100 грама съдържат:,"['261', '17', '19', '13'] -> 4 елемента"
100 грама съдържат:,"['227', '9.44', '20.17', '12.02'] -> 4 елемента"
100 грама съдържат:,"['405', '4.80', '63.90', '16.30'] -> 4 елемента"
100 грама съдържат:,"['238', '25.53', '3.78', '12.65'] -> 4 елемента"
100 грама съдържат:,"['88', '7.92', '17.63', '0.73'] -> 4 елемента"
100 грама съдържат:,"['45', '3.11', '9.18', '0.50'] -> 4 елемента"
100 грама съдържат:,"['223', '33.08', '0', '9.03'] -> 4 елемента"
100 грама съдържат:,"['70', '3.98', '13.51', '0.32'] -> 4 елемента"
100 грама съдържат:,"['218', '17.99', '0.44', '16'] -> 4 елемента"
100 грама съдържат:,"['68', '2.55', '14.32', '0.95'] -> 4 елемента"
100 грама съдържат:,"['204', '27.78', '0', '9.44'] -> 4 елемента"
100 грама съдържат:,"['272', '11.33', '5.61', '22.73'] -> 4 елемента"
100 грама съдържат:,"['274', '2.40', '38', '12.50'] -> 4 елемента"
100 грама съдържат:,"['394', '10.32', '23.15', '28.83'] -> 4 елемента"
100 грама съдържат:,"['581', '23', '12', '49'] -> 4 елемента"
100 грама съдържат:,"['95', '2.90', '7.40', '6'] -> 4 елемента"
100 грама съдържат:,"['78', '1.60', '7.20', '4.70'] -> 4 елемента"
100 грама съдържат:,"['294', '11.20', '56.80', '2.40'] -> 4 елемента"
100 грама съдържат:,"['514', '8', '62', '26'] -> 4 елемента"
100 грама съдържат:,"['390', '6', '69', '10'] -> 4 елемента"
100 грама съдържат:,"['211', '22.80', '13.60', '7.30'] -> 4 елемента"
100 грама съдържат:,"['221', '18.20', '7.54', '12.67'] -> 4 елемента"
100 грама съдържат:,"['305', '3.46', '56.54', '7.27'] -> 4 елемента"
100 грама съдържат:,"['230', '5', '28.80', '10.50'] -> 4 елемента"
100 грама съдържат:,"['177', '27.76', '0', '6.48'] -> 4 елемента"
100 грама съдържат:,"['398', '8.20', '39.30', '22.80'] -> 4 елемента"
100 грама съдържат:,"['30', 'Няма', 'данни', '7.60', 'Няма', 'данни'] -> 6 елемента"
100 грама съдържат:,"['222', '5.70', '46.60', '2.50'] -> 4 елемента"
100 грама съдържат:,"['273', '3', '63', '1'] -> 4 елемента"
100 грама съдържат:,"['456', '48', '7.40', '26'] -> 4 елемента"
100 грама съдържат:,"['333', '5.80', '77.40', 'Няма', 'данни'] -> 5 елемента"
100 грама съдържат:,"['442', '7.40', '64', '17.40'] -> 4 елемента"
100 грама съдържат:,"['14', '0.35', '0.71', '1.06'] -> 4 елемента"
100 грама съдържат:,"['39', '2.08', '6.25', '0.62'] -> 4 елемента"
100 грама съдържат:,"['215', '20.70', '7.60', '11.30'] -> 4 елемента"
100 грама съдържат:,"['578', '5.60', '40', '44'] -> 4 елемента"
100 грама съдържат:,"['367', '16', '61.40', '5.40'] -> 4 елемента"
100 грама съдържат:,"['382', '21.90', '5.30', '30.30'] -> 4 елемента"
100 грама съдържат:,"['157', '6.45', '18.82', '6.18'] -> 4 елемента"
100 грама съдържат:,"['264', '2', '64', 'Няма', 'данни'] -> 5 елемента"
100 грама съдържат:,"['214', '34', '0', '7.67'] -> 4 елемента"
100 грама съдържат:,"['139', '20.38', '1.78', '5.02'] -> 4 елемента"
100 грама съдържат:,"['104', '17.78', '0', '3.17'] -> 4 елемента"
100 грама съдържат:,"['85', '0.07', '2.61', '0'] -> 4 елемента"
100 грама съдържат:,"['12', '1.10', '2.23', '0.17'] -> 4 елемента"
100 грама съдържат:,"['195', '31', '0', '6.90'] -> 4 елемента"
100 грама съдържат:,"['48', '3.09', '10.12', '0.42'] -> 4 елемента"
100 грама съдържат:,"['113', '22.88', '0', '1.71'] -> 4 елемента"
100 грама съдържат:,"['378', '2.58', '64.24', '12.29'] -> 4 елемента"
100 грама съдържат:,"['571', '8.50', '51', '37'] -> 4 елемента"
100 грама съдържат:,"['137', '5.80', '15.50', '5.70'] -> 4 елемента"
100 грама съдържат:,"['475', '20', '4.20', '42'] -> 4 елемента"
100 грама съдържат:,"['342', '12.05', '3.63', '30.64'] -> 4 елемента"
100 грама съдържат:,"['23', '0.35', '0.71', '2.12'] -> 4 елемента"
100 грама съдържат:,"['376', '11', '74', '4'] -> 4 елемента"
100 грама съдържат:,"['265', '13.70', '0.90', '23'] -> 4 елемента"
100 грама съдържат:,"['234', '19.33', '10.67', '12.67'] -> 4 елемента"
100 грама съдържат:,"['172', '1.10', '11.40', '13.60'] -> 4 елемента"
100 грама съдържат:,"['89', '3.80', '13.90', '2'] -> 4 елемента"
100 грама съдържат:,"['289', '16.10', '0.90', '24.50'] -> 4 елемента"
100 грама съдържат:,"['38', 'Няма', 'данни', '9.58', 'Няма', 'данни'] -> 6 елемента"
100 грама съдържат:,"['69', '15.27', '0', '0.41'] -> 4 елемента"
100 грама съдържат:,"['156', '31.11', '0', '2.56'] -> 4 елемента"
100 грама съдържат:,"['21', '2.11', '4.11', '0.18'] -> 4 елемента"
100 грама съдържат:,"['175', '28.08', '0', '6.06'] -> 4 елемента"
100 грама съдържат:,"['333', '11.10', '49.10', '16.10'] -> 4 елемента"
100 грама съдържат:,"['22', '1.14', '3.81', '0.72'] -> 4 елемента"
100 грама съдържат:,"['332', '18.21', '0.35', '27.98'] -> 4 елемента"
100 грама съдържат:,"['129', '21.65', '0', '4.02'] -> 4 елемента"
100 грама съдържат:,"['380', '3.50', '58.80', '14.50'] -> 4 елемента"
100 грама съдържат:,"['318', '0.80', '77', '0.80'] -> 4 елемента"
100 грама съдържат:,"['352', '8.90', '78.90', '3'] -> 4 елемента"
100 грама съдържат:,"['378', '8', '84.80', '0.80'] -> 4 елемента"
100 грама съдържат:,"['92', '3.80', '14.80', '2'] -> 4 елемента"
100 грама съдържат:,"['676', '1.13', '20', '65.73'] -> 4 елемента"
100 грама съдържат:,"['361', '5.30', '53', '14.60'] -> 4 елемента"
100 грама съдържат:,"['350', '12.30', '71.20', '1.80'] -> 4 елемента"
100 грама съдържат:,"['99', '15.76', '0.85', '3.12'] -> 4 елемента"
100 грама съдържат:,"['67', '5.42', '2.92', '3.75'] -> 4 елемента"
100 грама съдържат:,"['150', '3.20', '16.30', '8'] -> 4 елемента"
100 грама съдържат:,"['28', 'Няма', 'данни', '7.08', 'Няма', 'данни'] -> 6 елемента"
100 грама съдържат:,"['217', '34.39', '0', '7.72'] -> 4 елемента"
100 грама съдържат:,"['128', '21.65', '0', '3.91'] -> 4 елемента"
100 грама съдържат:,"['155', '18.79', '0.47', '8.08'] -> 4 елемента"
100 грама съдържат:,"['24', '3.36', '3.01', '0.56'] -> 4 елемента"
100 грама съдържат:,"['385', '9.90', '75.20', '4.90'] -> 4 елемента"
100 грама съдържат:,"['513', '6', '57', '29'] -> 4 елемента"
100 грама съдържат:,"['393', '3.80', '55.40', '17.40'] -> 4 елемента"
100 грама съдържат:,"['230', '26.64', '0', '12.87'] -> 4 елемента"
100 грама съдържат:,"['650', '12', '11', '62'] -> 4 елемента"
100 грама съдържат:,"['96', '3.80', '15.70', '2'] -> 4 елемента"
